episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_env_wait_ms,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_steps_trained,info/last_target_update_ts,info/num_target_updates,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/cur_lr,info/learner/default_policy/mean_q,info/learner/default_policy/min_q,info/learner/default_policy/max_q,info/learner/default_policy/mean_td_error
562.6857604882374,416.85737732137727,492.17249979888834,1001.0,2,2,44044,False,22,11,566eae2636874dcdb0d9d57e313faec0,2021-01-07_12-04-23,1610039063,2.205855131149292,23.506960153579712,14088,LAPTOP-2TNLJ6Q0,10.0.1.160,23.506960153579712,0,11,4f62f_00000,"[562.6857604882374, 562.4797239665123, 561.6558520998236, 559.1587493373133, 523.4476690877398, 520.9772622378749, 428.3327200036873, 430.21219619778884, 427.77581501058773, 452.70349128336295, 424.9476630091145, 441.75761683073443, 416.85737732137727, 416.9701507158391, 463.68988124132005, 447.41618387858654, 480.3810563227477, 458.27878503304714, 561.5786907647835, 562.0642287575296, 562.2646919303626, 562.1594300571717]","[1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001]",0.6463282280631679,0.07466567852001481,0.8849413189927678,0.07691599677625727,16.015,62443.207,3.125,44044,11000,44044,11,31.3,68.26666666666667,0.0010000000474974513,3.489338,0.07413935,6.555239,-0.50228417
562.6857604882374,416.85737732137727,498.00920069906016,1001.0,2,2,48048,False,24,12,566eae2636874dcdb0d9d57e313faec0,2021-01-07_12-04-25,1610039065,2.3218460083007812,25.828806161880493,14088,LAPTOP-2TNLJ6Q0,10.0.1.160,25.828806161880493,0,12,4f62f_00000,"[561.926348337516, 562.4994728643852, 561.6558520998236, 559.1587493373133, 523.4476690877398, 520.9772622378749, 428.3327200036873, 430.21219619778884, 427.77581501058773, 452.70349128336295, 424.9476630091145, 441.75761683073443, 416.85737732137727, 416.9701507158391, 463.68988124132005, 447.41618387858654, 480.3810563227477, 458.27878503304714, 561.5786907647835, 562.0642287575296, 562.2646919303626, 562.1594300571717, 562.6857604882374, 562.4797239665123]","[1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001]",0.6485653653646458,0.0759876030533333,0.8888680117037814,0.07730937470794712,16.008,62467.945,4.688,48048,12000,48048,12,30.866666666666664,68.3,0.0010000000474974513,4.2311125,0.094095305,7.696306,-0.54220766
563.1175694073734,416.85737732137727,503.0104172127267,1001.0,2,2,52052,False,26,13,566eae2636874dcdb0d9d57e313faec0,2021-01-07_12-04-27,1610039067,2.2406556606292725,28.069461822509766,14088,LAPTOP-2TNLJ6Q0,10.0.1.160,28.069461822509766,0,13,4f62f_00000,"[562.9324613460774, 563.1175694073734, 561.6558520998236, 559.1587493373133, 523.4476690877398, 520.9772622378749, 428.3327200036873, 430.21219619778884, 427.77581501058773, 452.70349128336295, 424.9476630091145, 441.75761683073443, 416.85737732137727, 416.9701507158391, 463.68988124132005, 447.41618387858654, 480.3810563227477, 458.27878503304714, 561.5786907647835, 562.0642287575296, 562.2646919303626, 562.1594300571717, 562.6857604882374, 562.4797239665123, 561.926348337516, 562.4994728643852]","[1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001]",0.6504684772416949,0.07775758795076196,0.8923648011866342,0.07752433942091354,13.534,73885.396,4.688,52052,13000,52052,13,31.899999999999995,68.3,0.0010000000474974513,5.402722,0.12995735,8.755646,-0.3638637
563.1175694073734,416.85737732137727,507.19284293232835,1001.0,2,2,56056,False,28,14,566eae2636874dcdb0d9d57e313faec0,2021-01-07_12-04-30,1610039070,2.236522912979126,30.30598473548889,14088,LAPTOP-2TNLJ6Q0,10.0.1.160,30.30598473548889,0,14,4f62f_00000,"[562.3853197661219, 560.743434808177, 561.6558520998236, 559.1587493373133, 523.4476690877398, 520.9772622378749, 428.3327200036873, 430.21219619778884, 427.77581501058773, 452.70349128336295, 424.9476630091145, 441.75761683073443, 416.85737732137727, 416.9701507158391, 463.68988124132005, 447.41618387858654, 480.3810563227477, 458.27878503304714, 561.5786907647835, 562.0642287575296, 562.2646919303626, 562.1594300571717, 562.6857604882374, 562.4797239665123, 561.926348337516, 562.4994728643852, 562.9324613460774, 563.1175694073734]","[1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001]",0.6525350782799996,0.07917789357081925,0.8956475923134731,0.07767615283485363,12.878,77653.171,4.688,56056,14000,56056,14,32.666666666666664,68.46666666666667,0.0010000000474974513,6.2282753,0.1619643,9.657658,-0.1809869
563.1175694073734,416.85737732137727,510.8463749297055,1001.0,2,2,60060,False,30,15,566eae2636874dcdb0d9d57e313faec0,2021-01-07_12-04-32,1610039072,2.221496343612671,32.52748107910156,14088,LAPTOP-2TNLJ6Q0,10.0.1.160,32.52748107910156,0,15,4f62f_00000,"[561.7090141317364, 562.2826316542372, 561.6558520998236, 559.1587493373133, 523.4476690877398, 520.9772622378749, 428.3327200036873, 430.21219619778884, 427.77581501058773, 452.70349128336295, 424.9476630091145, 441.75761683073443, 416.85737732137727, 416.9701507158391, 463.68988124132005, 447.41618387858654, 480.3810563227477, 458.27878503304714, 561.5786907647835, 562.0642287575296, 562.2646919303626, 562.1594300571717, 562.6857604882374, 562.4797239665123, 561.926348337516, 562.4994728643852, 562.9324613460774, 563.1175694073734, 562.3853197661219, 560.743434808177]","[1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001]",0.6548988361986693,0.08048965210641221,0.8982912265297157,0.07776620365446539,13.535,73885.006,4.688,60060,15000,60060,15,29.866666666666664,68.5,0.0010000000474974513,7.0302806,0.1617052,10.087124,-0.067989334
563.1175694073734,416.85737732137727,514.0704649079166,1001.0,2,2,64064,False,32,16,566eae2636874dcdb0d9d57e313faec0,2021-01-07_12-04-34,1610039074,2.1898000240325928,34.717281103134155,14088,LAPTOP-2TNLJ6Q0,10.0.1.160,34.717281103134155,0,16,4f62f_00000,"[562.0250514388755, 562.8385777232891, 561.6558520998236, 559.1587493373133, 523.4476690877398, 520.9772622378749, 428.3327200036873, 430.21219619778884, 427.77581501058773, 452.70349128336295, 424.9476630091145, 441.75761683073443, 416.85737732137727, 416.9701507158391, 463.68988124132005, 447.41618387858654, 480.3810563227477, 458.27878503304714, 561.5786907647835, 562.0642287575296, 562.2646919303626, 562.1594300571717, 562.6857604882374, 562.4797239665123, 561.926348337516, 562.4994728643852, 562.9324613460774, 563.1175694073734, 562.3853197661219, 560.743434808177, 561.7090141317364, 562.2826316542372]","[1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001]",0.6575629843643062,0.08154474094810953,0.9004080233576544,0.07775207600882991,14.037,71241.558,3.125,64064,16000,64064,16,32.733333333333334,68.5,0.0010000000474974513,7.694059,0.21128681,10.140538,0.08295135
563.1175694073734,416.85737732137727,510.4673954123745,1001.0,2,2,68068,False,34,17,566eae2636874dcdb0d9d57e313faec0,2021-01-07_12-04-36,1610039076,2.2075304985046387,36.924811601638794,14088,LAPTOP-2TNLJ6Q0,10.0.1.160,36.924811601638794,0,17,4f62f_00000,"[452.2257694084586, 453.4107975589402, 561.6558520998236, 559.1587493373133, 523.4476690877398, 520.9772622378749, 428.3327200036873, 430.21219619778884, 427.77581501058773, 452.70349128336295, 424.9476630091145, 441.75761683073443, 416.85737732137727, 416.9701507158391, 463.68988124132005, 447.41618387858654, 480.3810563227477, 458.27878503304714, 561.5786907647835, 562.0642287575296, 562.2646919303626, 562.1594300571717, 562.6857604882374, 562.4797239665123, 561.926348337516, 562.4994728643852, 562.9324613460774, 563.1175694073734, 562.3853197661219, 560.743434808177, 561.7090141317364, 562.2826316542372, 562.0250514388755, 562.8385777232891]","[1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001]",0.6596800044894648,0.08256050805996165,0.902476394245471,0.07791966940210164,14.386,69514.396,3.125,68068,17000,68068,17,32.06666666666667,68.5,0.0010000000474974513,7.202448,0.22440112,9.857043,-0.2386845
563.1175694073734,416.85737732137727,507.25275690505765,1001.0,2,2,72072,False,36,18,566eae2636874dcdb0d9d57e313faec0,2021-01-07_12-04-39,1610039079,2.4219987392425537,39.34681034088135,14088,LAPTOP-2TNLJ6Q0,10.0.1.160,39.34681034088135,0,18,4f62f_00000,"[452.472537953649, 452.73526660769386, 561.6558520998236, 559.1587493373133, 523.4476690877398, 520.9772622378749, 428.3327200036873, 430.21219619778884, 427.77581501058773, 452.70349128336295, 424.9476630091145, 441.75761683073443, 416.85737732137727, 416.9701507158391, 463.68988124132005, 447.41618387858654, 480.3810563227477, 458.27878503304714, 561.5786907647835, 562.0642287575296, 562.2646919303626, 562.1594300571717, 562.6857604882374, 562.4797239665123, 561.926348337516, 562.4994728643852, 562.9324613460774, 563.1175694073734, 562.3853197661219, 560.743434808177, 561.7090141317364, 562.2826316542372, 562.0250514388755, 562.8385777232891, 452.2257694084586, 453.4107975589402]","[1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001]",0.6616591316831756,0.08364631808740187,0.9046757749833146,0.07821762270790511,14.775,67679.647,3.125,72072,18000,72072,18,39.06666666666667,68.56666666666666,0.0010000000474974513,8.121583,0.25777784,10.276108,-0.041019954
563.1175694073734,416.85737732137727,510.1605566055303,1001.0,2,2,76076,False,38,19,566eae2636874dcdb0d9d57e313faec0,2021-01-07_12-04-41,1610039081,2.4061050415039062,41.752915382385254,14088,LAPTOP-2TNLJ6Q0,10.0.1.160,41.752915382385254,0,19,4f62f_00000,"[562.553160275064, 562.4487421530131, 561.6558520998236, 559.1587493373133, 523.4476690877398, 520.9772622378749, 428.3327200036873, 430.21219619778884, 427.77581501058773, 452.70349128336295, 424.9476630091145, 441.75761683073443, 416.85737732137727, 416.9701507158391, 463.68988124132005, 447.41618387858654, 480.3810563227477, 458.27878503304714, 561.5786907647835, 562.0642287575296, 562.2646919303626, 562.1594300571717, 562.6857604882374, 562.4797239665123, 561.926348337516, 562.4994728643852, 562.9324613460774, 563.1175694073734, 562.3853197661219, 560.743434808177, 561.7090141317364, 562.2826316542372, 562.0250514388755, 562.8385777232891, 452.2257694084586, 453.4107975589402, 452.472537953649, 452.73526660769386]","[1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001]",0.6637394849984873,0.08460212740004162,0.9069810438043695,0.07847436263928324,14.77,67703.135,4.691,76076,19000,76076,19,37.53333333333333,68.86666666666666,0.0010000000474974513,9.163956,0.27571857,10.700543,0.05700206
563.2677710999852,416.85737732137727,512.8051673412563,1001.0,2,2,80080,False,40,20,566eae2636874dcdb0d9d57e313faec0,2021-01-07_12-04-44,1610039084,2.2750322818756104,44.027947664260864,14088,LAPTOP-2TNLJ6Q0,10.0.1.160,44.027947664260864,0,20,4f62f_00000,"[562.8377715401173, 563.2677710999852, 561.6558520998236, 559.1587493373133, 523.4476690877398, 520.9772622378749, 428.3327200036873, 430.21219619778884, 427.77581501058773, 452.70349128336295, 424.9476630091145, 441.75761683073443, 416.85737732137727, 416.9701507158391, 463.68988124132005, 447.41618387858654, 480.3810563227477, 458.27878503304714, 561.5786907647835, 562.0642287575296, 562.2646919303626, 562.1594300571717, 562.6857604882374, 562.4797239665123, 561.926348337516, 562.4994728643852, 562.9324613460774, 563.1175694073734, 562.3853197661219, 560.743434808177, 561.7090141317364, 562.2826316542372, 562.0250514388755, 562.8385777232891, 452.2257694084586, 453.4107975589402, 452.472537953649, 452.73526660769386, 562.553160275064, 562.4487421530131]","[1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001]",0.6654134094656612,0.08563078334431139,0.9094438754322237,0.07861477564527122,15.678,63781.995,4.691,80080,20000,80080,20,32.5,68.925,0.0010000000474974513,9.637193,0.5847293,10.917352,0.085428104
668.4266631479137,416.85737732137727,520.1538869678583,1001.0,2,2,84084,False,42,21,566eae2636874dcdb0d9d57e313faec0,2021-01-07_12-04-46,1610039086,2.3432962894439697,46.371243953704834,14088,LAPTOP-2TNLJ6Q0,10.0.1.160,46.371243953704834,0,21,4f62f_00000,"[665.8298958518778, 668.4266631479137, 561.6558520998236, 559.1587493373133, 523.4476690877398, 520.9772622378749, 428.3327200036873, 430.21219619778884, 427.77581501058773, 452.70349128336295, 424.9476630091145, 441.75761683073443, 416.85737732137727, 416.9701507158391, 463.68988124132005, 447.41618387858654, 480.3810563227477, 458.27878503304714, 561.5786907647835, 562.0642287575296, 562.2646919303626, 562.1594300571717, 562.6857604882374, 562.4797239665123, 561.926348337516, 562.4994728643852, 562.9324613460774, 563.1175694073734, 562.3853197661219, 560.743434808177, 561.7090141317364, 562.2826316542372, 562.0250514388755, 562.8385777232891, 452.2257694084586, 453.4107975589402, 452.472537953649, 452.73526660769386, 562.553160275064, 562.4487421530131, 562.8377715401173, 563.2677710999852]","[1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001]",0.6670677639832346,0.08651490779230075,0.9118954574398161,0.07874190863027855,16.33,61235.274,3.129,84084,21000,84084,21,37.300000000000004,68.46666666666667,0.0010000000474974513,9.6884165,6.5815587,10.940327,0.07953149
670.0259388019584,416.85737732137727,526.9405973003669,1001.0,2,2,88088,False,44,22,566eae2636874dcdb0d9d57e313faec0,2021-01-07_12-04-48,1610039088,2.5147056579589844,48.88594961166382,14088,LAPTOP-2TNLJ6Q0,10.0.1.160,48.88594961166382,0,22,4f62f_00000,"[668.8970897641386, 670.0259388019584, 561.6558520998236, 559.1587493373133, 523.4476690877398, 520.9772622378749, 428.3327200036873, 430.21219619778884, 427.77581501058773, 452.70349128336295, 424.9476630091145, 441.75761683073443, 416.85737732137727, 416.9701507158391, 463.68988124132005, 447.41618387858654, 480.3810563227477, 458.27878503304714, 561.5786907647835, 562.0642287575296, 562.2646919303626, 562.1594300571717, 562.6857604882374, 562.4797239665123, 561.926348337516, 562.4994728643852, 562.9324613460774, 563.1175694073734, 562.3853197661219, 560.743434808177, 561.7090141317364, 562.2826316542372, 562.0250514388755, 562.8385777232891, 452.2257694084586, 453.4107975589402, 452.472537953649, 452.73526660769386, 562.553160275064, 562.4487421530131, 562.8377715401173, 563.2677710999852, 665.8298958518778, 668.4266631479137]","[1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001]",0.6687897110531534,0.08727815291451774,0.9142618521305074,0.07889659081694367,16.987,58868.747,1.566,88088,22000,88088,22,36.56666666666667,68.06666666666666,0.0010000000474974513,9.333217,6.735676,10.979569,-0.14228073
670.0259388019584,416.85737732137727,533.1221233289803,1001.0,2,2,92092,False,46,23,566eae2636874dcdb0d9d57e313faec0,2021-01-07_12-04-51,1610039091,2.277709484100342,51.16365909576416,14088,LAPTOP-2TNLJ6Q0,10.0.1.160,51.16365909576416,0,23,4f62f_00000,"[668.3281825937723, 669.9032093231738, 561.6558520998236, 559.1587493373133, 523.4476690877398, 520.9772622378749, 428.3327200036873, 430.21219619778884, 427.77581501058773, 452.70349128336295, 424.9476630091145, 441.75761683073443, 416.85737732137727, 416.9701507158391, 463.68988124132005, 447.41618387858654, 480.3810563227477, 458.27878503304714, 561.5786907647835, 562.0642287575296, 562.2646919303626, 562.1594300571717, 562.6857604882374, 562.4797239665123, 561.926348337516, 562.4994728643852, 562.9324613460774, 563.1175694073734, 562.3853197661219, 560.743434808177, 561.7090141317364, 562.2826316542372, 562.0250514388755, 562.8385777232891, 452.2257694084586, 453.4107975589402, 452.472537953649, 452.73526660769386, 562.553160275064, 562.4487421530131, 562.8377715401173, 563.2677710999852, 665.8298958518778, 668.4266631479137, 668.8970897641386, 670.0259388019584]","[1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001, 1001]",0.6704817902627443,0.0879645393609238,0.9164554386618586,0.07900083565274704,17.899,55868.632,1.566,92092,23000,92092,23,30.8,67.56666666666666,0.0010000000474974513,9.458291,6.824435,11.014502,-0.08260462
